Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, UAH
21 June 2023, 1.0923, 154.89, 1.9558, 23.763, 7.4479, 0.85828, 369.90, 4.4328, 4.9625, 11.7563, 0.9803, 148.30, 11.7470, 25.7343, 1.6154, 5.2273, 1.4435, 7.8519, 8.5510, 16330.80, 3.9404, 89.5765, 1413.88, 18.7393, 5.0737, 1.7697, 60.747, 1.4678, 38.056, 20.0783, 40.3367,
